        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCE Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , SOC VRM Temperature [°C] , Mem VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-03 09:37:01 ,          26.0   ,            169.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               36.3   ,                  3469   ,
2021-07-03 09:37:02 ,          26.0   ,            174.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          2   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3469   ,
2021-07-03 09:37:03 ,          26.0   ,            177.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          2   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.4   ,                  3466   ,
2021-07-03 09:37:04 ,          26.0   ,            182.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          2   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.4   ,                  3467   ,
2021-07-03 09:37:05 ,          26.0   ,            174.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3467   ,
2021-07-03 09:37:06 ,          26.0   ,            173.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.1   ,                  3467   ,
2021-07-03 09:37:07 ,          26.0   ,            171.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.1   ,                  3467   ,
2021-07-03 09:37:08 ,          26.0   ,            173.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               36.3   ,                  3467   ,
2021-07-03 09:37:09 ,          26.0   ,            173.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3467   ,
2021-07-03 09:37:10 ,          26.0   ,            176.0   ,          33.0   ,               37.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:11 ,          26.0   ,            173.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:12 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:13 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:14 ,          26.0   ,            172.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:15 ,          26.0   ,            173.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:16 ,          26.0   ,            173.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:17 ,          26.0   ,            178.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:18 ,          26.0   ,            171.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   41.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               36.3   ,                  3466   ,
2021-07-03 09:37:19 ,          26.0   ,            176.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.4   ,                  3464   ,
2021-07-03 09:37:20 ,          26.0   ,            169.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.1   ,                  3463   ,
2021-07-03 09:37:21 ,          26.0   ,            175.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          4   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.1   ,                  3463   ,
2021-07-03 09:37:22 ,          26.0   ,            178.0   ,          33.0   ,               37.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          4   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3462   ,
2021-07-03 09:37:23 ,          26.0   ,            182.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3462   ,
2021-07-03 09:37:24 ,          26.0   ,            171.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3462   ,
2021-07-03 09:37:25 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3461   ,
2021-07-03 09:37:26 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3461   ,
2021-07-03 09:37:27 ,          26.0   ,            176.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3461   ,
2021-07-03 09:37:28 ,          26.0   ,            175.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               45.9   ,                  3460   ,
2021-07-03 09:37:29 ,          26.0   ,            171.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               44.4   ,                  3460   ,
2021-07-03 09:37:30 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               42.8   ,                  3458   ,
2021-07-03 09:37:31 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               41.1   ,                  3458   ,
2021-07-03 09:37:32 ,          26.0   ,            171.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               39.6   ,                  3458   ,
2021-07-03 09:37:33 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               38.1   ,                  3457   ,
2021-07-03 09:37:34 ,          26.0   ,            173.0   ,          33.0   ,               37.0   ,                          37.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.6   ,                  3455   ,
2021-07-03 09:37:35 ,          26.0   ,            173.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3457   ,
2021-07-03 09:37:36 ,          26.0   ,            172.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.4   ,                  3453   ,
2021-07-03 09:37:37 ,          26.0   ,            173.0   ,          33.0   ,               37.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.4   ,                  3453   ,
2021-07-03 09:37:38 ,          26.0   ,            176.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.5   ,                  3453   ,
