        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption (W) [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-03-16 13:18:50 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.5   ,                         9.1   ,              16   , 0.8500   ,               36.5   ,                  2522   ,
2021-03-16 13:18:51 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1121   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               35.0   ,                  2522   ,
2021-03-16 13:18:52 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               33.6   ,                  2522   ,
2021-03-16 13:18:53 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2522   ,
2021-03-16 13:18:54 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2522   ,
2021-03-16 13:18:55 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               33.0   ,                  2522   ,
2021-03-16 13:18:56 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.8   ,                  2522   ,
2021-03-16 13:18:57 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2522   ,
2021-03-16 13:18:58 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.6   ,                  2522   ,
2021-03-16 13:18:59 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.6   ,                  2522   ,
2021-03-16 13:19:00 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.8   ,                  2522   ,
2021-03-16 13:19:01 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.5   ,                  2522   ,
2021-03-16 13:19:02 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2522   ,
2021-03-16 13:19:03 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.6   ,                  2522   ,
2021-03-16 13:19:04 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.6   ,                  2522   ,
2021-03-16 13:19:05 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.6   ,                  2522   ,
